col_1,col_2,col_3
respective,10,1.000
respectively,12,1.000
respects,8,1.000
respiration,11,1.000
respirator,10,1.000
respirators,11,0.923
respiratory,11,0.963
respire,7,0.741
respite,7,0.963
resplendence,12,0.739
resplendent,11,0.708
respond,7,1.000
responded,9,0.963
respondent,10,1.000
respondents,11,0.923
respondent's,12,1.000
responding,10,1.000
responds,8,1.000
response,8,1.000
responses,9,1.000
responsibilities,16,1.000
responsibility,14,1.000
responsible,11,0.964
responsibly,11,0.931
responsive,10,1.000
responsively,12,1.000
responsiveness,14,0.926
rest,4,0.963
restage,7,0.750
restate,7,0.960
restatement,11,0.926
restates,8,0.846
restating,9,0.926
restaurant,10,0.964
restauranteur,13,0.565
restaurants,11,1.000
restaurateur,12,0.440
rested,6,1.000
restful,7,1.000
resting,7,1.000
restitution,11,0.957
restive,7,0.917
restively,9,0.846
restless,8,1.000
restlessness,12,0.923
restock,7,0.885
restorability,13,0.963
restoration,11,1.000
restorative,11,0.920
restore,7,1.000
restored,8,1.000
restorers,9,1.000
restoring,9,1.000
restrain,8,1.000
restrained,10,0.962
restraining,11,1.000
restrains,9,1.000
restraint,9,0.962
restraints,10,1.000
restrict,8,0.962
restricted,10,1.000
restricting,11,1.000
restriction,11,1.000
restrictions,12,1.000
restrictive,11,0.962
restricts,9,1.000
restructure,11,0.893
restructured,12,0.852
rests,5,1.000
restudy,7,0.880
resublimed,10,0.583
result,6,1.000
resultant,9,0.929
resultants,10,0.821
resulted,8,0.963
resulting,9,0.920
results,7,1.000
resume,6,0.926
resumed,7,1.000
resuming,8,0.963
resumption,10,0.960
resurface,9,0.960
resurgence,10,0.893
resurgent,9,0.962
resurrect,9,1.000
resurrected,11,1.000
resurrecting,12,0.962
resurrection,12,0.964
resuscitate,11,0.864
resuscitation,13,0.667
resuspended,11,0.818
resuspension,12,0.941
retail,6,0.963
retailer,8,1.000
retailers,9,0.964
retailing,9,0.966
retain,6,0.963
retained,8,1.000
retainer,8,1.000
retainers,9,1.000
retaining,9,1.000
retains,7,1.000
retake,6,1.000
retaliate,9,0.889
retaliated,10,1.000
retaliating,11,0.960
retaliation,11,0.958
retard,6,0.929
retardation,11,0.962
retarded,8,1.000
retarding,9,0.929
retch,5,0.889
retching,8,0.926
retell,6,0.962
retelling,9,1.000
retention,9,1.000
retentive,9,0.923
retentiveness,13,0.833
rethink,7,1.000
reticence,9,0.625
reticent,8,0.810
retied,6,0.963
retina,6,0.923
retinal,7,0.889
retinue,7,0.647
retire,6,1.000
retired,7,1.000
retirement,10,1.000
retirements,11,0.962
retires,7,0.964
retiring,8,1.000
retold,6,0.966
retool,6,1.000
retort,6,0.964
retorted,8,0.962
retouch,7,1.000
retouching,10,1.000
retrace,7,1.000
retraced,8,0.962
retracing,9,0.857
retract,7,1.000
retracted,9,1.000
retractile,10,0.708
retraction,10,1.000
retraining,10,0.880
retranslated,12,0.818
retread,7,0.560
retreat,7,1.000
retreated,9,1.000
retreating,10,1.000
retreats,8,1.000
retrenching,11,0.880
retrial,7,0.920
retribution,11,0.917
retrieval,9,1.000
retrieve,8,1.000
retrieved,9,0.962
retriever,9,1.000
retroactive,11,0.963
retrograde,10,0.885
retrogress,10,0.833
retrogressive,13,1.000
retrospect,10,0.963
retrospection,13,0.926
retrospective,13,0.964
retroversion,12,0.920
retrovision,11,0.880
return,6,0.958
returned,8,1.000
returning,9,1.000
returns,7,1.000
Reuben,6,1.000
reunion,7,0.964
reunions,8,0.962
reunite,7,1.000
reunited,8,1.000
reuniting,9,0.926
reupholstering,14,0.960
reusable,8,0.958
reuse,5,0.963
rev,3,0.926
revaluation,11,0.769
revalue,7,0.929
revamp,6,0.960
revamped,8,0.962
revamping,9,1.000
reveal,6,1.000
revealed,8,1.000
revealing,9,0.964
reveals,7,0.964
reveille,8,0.320
revel,5,0.852
revelation,10,1.000
revelations,11,1.000
revelatory,10,0.700
reveled,7,0.741
reveling,8,0.828
reveller,8,0.731
revellers,9,0.917
revelling,9,0.679
revellings,10,0.731
revelry,7,0.926
revels,6,0.857
revenge,7,1.000
revenue,7,1.000
revenuers,9,0.737
revenues,8,0.963
reverberant,11,0.550
reverberate,11,0.808
reverberated,12,0.783
reverberation,13,0.864
reverberations,14,0.963
revere,6,0.962
revered,7,0.840
reverence,9,1.000
reverend,8,0.846
reverent,8,0.964
reverential,11,0.792
reverently,10,0.923
reverie,7,0.714
reversal,8,1.000
reverse,7,1.000
reversed,8,0.962
reverses,8,0.926
reversibility,13,0.964
reversible,10,1.000
reversing,9,0.926
reversion,9,0.920
revert,6,1.000
reverted,8,1.000
revery,6,0.846
review,6,1.000
reviewed,8,0.929
reviewer,8,0.964
reviewers,9,1.000
reviewing,9,1.000
reviews,7,1.000
revile,6,0.808
reviled,7,0.852
revise,6,0.966
revised,7,1.000
revising,8,0.963
revision,8,1.000
revisionism,11,0.760
revisionist,11,0.960
revisionists,12,0.889
revisions,9,1.000
revisited,9,1.000
revitalization,14,0.923
revitalize,10,0.926
revival,7,0.893
revivalism,10,0.870
revivalist,10,0.875
revivals,8,0.926
revive,6,1.000
revived,7,0.929
revivified,10,0.588
revivify,8,0.476
reviving,8,0.962
revocable,9,0.792
revocation,10,0.667
revoke,6,1.000
revoked,7,1.000
revolt,6,1.000
revolted,8,1.000
revolting,9,1.000
revolts,7,1.000
revolution,10,1.000
revolutionaries,15,0.929
revolutionary,13,0.963
revolutionists,14,1.000
revolutionize,13,0.964
revolutionized,14,0.964
revolutions,11,1.000
revolution's,12,1.000
revolve,7,1.000
revolved,8,0.885
revolver,8,1.000
revolves,8,1.000
revolving,9,0.964
revue,5,0.625
revulsion,9,0.920
revved,6,0.821
reward,6,1.000
rewarded,8,0.963
rewarding,9,0.963
rewards,7,1.000
rewire,6,1.000
reword,6,0.679
rewrite,7,1.000
rewrites,8,1.000
rewriting,9,0.963
rewritten,9,0.963
rewrote,7,1.000
Rex,3,1.000
rhapsodize,10,0.818
rhapsody,8,1.000
rhesus,6,0.583
rhetoric,8,0.923
rhetorical,10,0.913
rhetoricians,12,0.350
rheumatic,9,0.833
rheumatics,10,0.905
rheumatism,10,0.720
rheumatoid,10,0.893
Rhine,5,0.964
rhinestone,10,1.000
rhinestones,11,0.964
rhino,5,0.923
rhinoceros,10,0.920
rhinos,6,1.000
rhododendron,12,0.526
rhomboid,8,0.769
rhombus,7,0.840
rhubarb,7,0.821
rhyme,5,1.000
rhymes,6,1.000
rhyming,7,1.000
rhythm,6,0.929
rhythmic,8,0.963
rhythmical,10,0.889
rhythmically,12,0.889
rhythms,7,1.000
rib,3,1.000
ribbed,6,0.966
ribbing,7,0.889
ribbon,6,0.964
ribbons,7,1.000
ribcage,7,1.000
riboflavin,10,0.720
ribonucleic,11,0.308
ribs,4,1.000
rice,4,1.000
rich,4,1.000
Richard,7,1.000
Richard's,9,1.000
richer,6,1.000
riches,6,1.000
richest,7,1.000
richly,6,1.000
Richmond,8,1.000
richness,8,1.000
Rick,4,1.000
rickets,7,0.962
rickettsia,10,0.250
rickety,7,1.000
Rickey's,8,1.000
rickshaw,8,0.923
ricochet,8,0.917
ricocheted,10,0.792
rid,3,1.000
riddance,8,0.926
ridden,6,0.926
ridding,7,0.704
riddle,6,1.000
riddled,7,0.964
riddles,7,1.000
riddling,8,0.963
ride,4,1.000
rider,5,1.000
riders,6,1.000
rider's,7,1.000
rides,5,1.000
ridge,5,1.000
ridges,6,1.000
ridicule,8,1.000
ridiculed,9,0.893
ridiculing,10,0.893
ridiculous,10,1.000
riding,6,1.000
rife,4,0.889
riff,4,1.000
riffle,6,0.846
riffraff,8,1.000
rifle,5,1.000
rifled,6,0.962
rifleman,8,0.926
rifleman's,10,1.000
riflemen,8,1.000
riflemen's,10,1.000
rifles,6,0.893
rifle's,7,1.000
rifling,7,0.926
rift,4,1.000
rig,3,0.963
rigged,6,0.852
rigger,6,1.000
riggers,7,0.966
rigging,7,0.857
right,5,1.000
righteous,9,0.926
righteousness,13,1.000
rightfield,10,1.000
rightful,8,1.000
rightfully,10,1.000
righthander,11,0.966
righthandler,12,0.926
rightist,8,0.929
rightly,7,0.964
rightness,9,1.000
rights,6,1.000
rightward,9,0.963
rigid,5,1.000
rigidity,8,0.821
rigidly,7,0.889
rigmarole,9,0.542
rigorous,8,1.000
rigorously,10,1.000
rigs,4,0.964
rile,4,0.963
rim,3,0.962
rime,4,0.852
rimless,7,0.962
rimmed,6,0.929
rims,4,1.000
rind,4,0.885
ring,4,1.000
ringed,6,0.964
ringer,6,1.000
ringers,7,1.000
ringing,7,0.926
ringings,8,0.880
ringleader,10,0.926
ringler's,9,0.963
ringlet,7,1.000
ringlets,8,1.000
ringmaster,10,1.000
rings,5,1.000
ringside,8,0.960
ringworm,8,1.000
rink,4,1.000
rinker,6,0.846
rinse,5,1.000
rinsing,7,0.889
Rio,3,1.000
riot,4,1.000
rioted,6,1.000
rioters,7,1.000
rioting,7,0.966
riotous,7,0.808
riots,5,1.000
rip,3,1.000
ripcord,7,0.889
ripe,4,1.000
ripen,5,1.000
ripened,7,0.964
ripening,8,1.000
ripped,6,1.000
ripping,7,0.929
ripple,6,1.000
rippled,7,1.000
ripples,7,1.000
rippling,8,1.000
ripsaw,6,0.926
riptide,7,1.000
rise,4,1.000
risen,5,0.800
riser,5,0.966
rises,5,1.000
rising,6,1.000
risk,4,1.000
risked,6,0.964
risking,7,1.000
risks,5,0.963
risky,5,1.000
risotto,7,0.840
risque,6,0.741
rite,4,1.000
rites,5,0.960
ritual,6,1.000
ritualism,9,0.920
ritualist,9,1.000
ritualistic,11,0.964
ritualized,10,1.000
rituals,7,1.000
ritz,4,1.000
ritzy,5,1.000
rival,5,0.963
rivaled,7,0.923
rivalled,8,0.750
rivalries,9,0.889
rivalry,7,0.862
rivals,6,0.963
rival's,7,0.964
river,5,1.000
riverbank,9,1.000
riverbanks,10,1.000
riverbed,8,0.926
riverboat,9,1.000
rivers,6,1.000
riverside,9,1.000
riverside's,11,1.000
riverview,9,1.000
rivet,5,1.000
riveting,8,0.929
rivets,6,0.923
Riviera,7,0.889
rivulet,7,0.500
rivulets,8,0.423
roach,5,1.000
road,4,1.000
roadbed,7,0.963
roadblock,9,0.960
roadbuilding,12,0.964
roadhouse,9,1.000
roadie,6,1.000
roads,5,1.000
road's,6,1.000
roadside,8,1.000
roadster,8,0.963
roadway,7,0.964
roadways,8,1.000
roadworthy,10,1.000
roam,4,1.000
roamed,6,1.000
roamer,6,1.000
roaming,7,1.000
roar,4,1.000
roared,6,0.964
roaring,7,0.963
roars,5,1.000
roast,5,1.000
roasted,7,1.000
roasts,6,0.926
rob,3,1.000
robbed,6,1.000
robber,6,0.964
robberies,9,1.000
robbers,7,1.000
robbery,7,1.000
robbing,7,1.000
Robby,5,1.000
Robby's,7,1.000
robe,4,1.000
robed,5,0.786
Robert,6,1.000
Roberta,7,1.000
Roberto,7,0.962
robes,5,1.000
robin,5,1.000
Robinson,8,1.000
Robinson's,10,1.000
robot,5,1.000
robots,6,1.000
robs,4,0.964
Rob's,5,1.000
robust,6,1.000
robustness,10,0.964
Rochester,9,0.962
rock,4,1.000
rockabye,8,0.964
rockbound,9,1.000
rocked,6,0.963
Rockefeller,11,1.000
rocker,6,1.000
rockers,7,1.000
rocket,6,1.000
rocketry,8,0.889
rockets,7,1.000
rocket's,8,0.963
Rockettes,9,0.731
Rockies,7,0.962
rocking,7,1.000
rocklike,8,1.000
rock'n'roll,11,1.000
Rockport,8,1.000
rocks,5,1.000
rocky,5,1.000
rod,3,1.000
rode,4,0.963
rodent,6,1.000
rodents,7,1.000
rodeo,5,0.962
rodeos,6,0.964
Rodney,6,1.000
rods,4,1.000
Rod's,5,1.000
roe,3,0.964
Roger,5,1.000
rogue,5,0.926
rogues,6,0.955
roiling,7,0.640
role,4,1.000
roleplayed,10,1.000
roleplaying,11,1.000
roles,5,1.000
roll,4,1.000
rolled,6,1.000
roller,6,1.000
rollicking,10,0.708
rolling,7,1.000
rolls,5,1.000
Roman,5,1.000
romance,7,1.000
romancers,9,1.000
romances,8,1.000
romancing,9,0.929
Romanesque,10,0.885
Romania,7,1.000
Romans,6,1.000
romantic,8,1.000
romantically,12,1.000
romanticism,11,1.000
romanticist,11,0.929
romanticize,11,0.964
romanticizing,13,1.000
romantics,9,0.963
Rome,4,1.000
Romeo,5,1.000
Romeo's,7,1.000
Rome's,6,1.000
romp,4,1.000
romped,6,1.000
romper,6,1.000
romping,7,0.963
Ron,3,1.000
Ronald,6,1.000
rondo,5,0.714
roof,4,1.000
roofed,6,0.931
roofer,6,0.963
roofer's,8,0.962
roofing,7,1.000
roofs,5,1.000
rooftop,7,0.964
rooftops,8,1.000
rooftree,8,0.964
rook,4,1.000
rookie,6,1.000
rookies,7,1.000
room,4,1.000
roomer,6,0.957
roomful,7,1.000
rooming,7,0.923
roommate,8,1.000
roommates,9,1.000
rooms,5,1.000
room's,6,1.000
roomy,5,1.000
Roosevelt,9,0.929
Roosevelt's,11,1.000
roost,5,0.963
rooster,7,0.964
roosters,8,1.000
root,4,1.000
rooted,6,1.000
rooting,7,1.000
rootless,8,0.963
roots,5,0.964
rope,4,1.000
roped,5,1.000
ropes,5,1.000
ropewalk,8,0.962
Rorschach,9,0.333
Rosa,4,1.000
rosaries,8,1.000
rosary,6,0.963
rose,4,1.000
rosebud,7,1.000
rosebuds,8,1.000
rosebush,8,1.000
roseleaf,8,0.889
rosemary,8,0.963
rosen,5,0.857
roses,5,1.000
Rose's,6,1.000
rosette,7,0.897
rosettes,8,0.857
rosewater,9,1.000
rosewood,8,1.000
Rosie,5,1.000
rosin,5,0.643
Ross,4,1.000
roster,6,0.923
Roswell,7,0.963
rosy,4,1.000
rot,3,1.000
Rotarians,9,0.643
rotary,6,0.964
rotate,6,1.000
rotated,7,1.000
rotates,7,1.000
rotating,8,1.000
rotation,8,1.000
rotationally,12,0.885
rotations,9,1.000
rote,4,0.741
rotisserie,10,0.920
rotor,5,0.893
rots,4,1.000
rotten,6,1.000
rotting,7,1.000
rotund,6,0.815
rotunda,7,0.926
rotundity,9,0.316
rouge,5,0.846
rough,5,1.000
roughage,8,0.750
roughcast,9,0.893
roughed,7,1.000
roughen,7,0.926
roughened,9,0.889
rougher,7,1.000
roughest,8,0.923
roughhouse,10,1.000
roughish,8,0.800
roughly,7,1.000
roughneck,9,1.000
roughness,9,1.000
roughrider,10,0.964
roughshod,9,0.739
roulette,8,0.926
round,5,1.000
roundabout,10,1.000
rounded,7,1.000
roundhouse,10,0.963
rounding,8,0.962
roundly,7,0.963
roundness,9,0.962
rounds,6,1.000
round's,7,0.963
roundsman,9,1.000
roundup,7,1.000
roundups,8,1.000
rouse,5,0.741
roused,6,0.893
rousing,7,0.964
Rousseau,8,0.792
Rousseau's,10,0.762
rout,4,0.750
route,5,0.962
routed,6,0.929
routes,6,0.926
routine,7,1.000
routinely,9,0.963
routines,8,1.000
routings,8,0.963
rove,4,0.963
roved,5,0.852
rover,5,0.923
roving,6,0.889
row,3,1.000
rowboat,7,1.000
rowdy,5,1.000
rowed,5,0.929
rower,5,0.963
rows,4,1.000
Roxy,4,1.000
Roy,3,1.000
royal,5,1.000
royale,6,0.857
royalist,8,1.000
royalties,9,0.963
royalty,7,1.000
Roy's,5,1.000
rub,3,1.000
rubbed,6,1.000
rubber,6,1.000
rubberized,10,0.962
rubberneck,10,0.966
rubbery,7,0.926
rubbing,7,1.000
rubbish,7,1.000
rubble,6,1.000
rubdown,7,0.964
rubella,7,1.000
rubicon,7,0.556
rubies,6,0.926
rubric,6,0.923
ruby,4,0.926
rucksack,8,0.815
ruckus,6,1.000
rudder,6,0.963
rudderless,10,0.963
ruddiness,9,0.577
ruddy,5,1.000
rude,4,1.000
rudely,6,1.000
rudeness,8,1.000
rudiment,8,0.929
rudimentary,11,0.929
Rudolph,7,1.000
Rudy,4,1.000
rue,3,0.964
ruefully,8,0.885
ruefulness,10,0.920
ruffian,7,0.786
ruffians,8,0.923
ruffle,6,1.000
ruffled,7,1.000
ruffles,7,1.000
rug,3,1.000
rugby,5,0.964
rugged,6,0.964
ruggedly,8,0.889
rugs,4,1.000
ruin,4,1.000
ruination,9,0.889
ruined,6,1.000
ruining,7,0.960
ruinous,7,0.870
ruins,5,1.000
rule,4,1.000
rulebook,8,1.000
ruled,5,1.000
ruler,5,1.000
rulers,6,1.000
rules,5,1.000
ruling,6,1.000
rulings,7,1.000
ruling's,8,0.963
rum,3,1.000
rumba,5,0.964
rumble,6,1.000
rumbled,7,1.000
rumbles,7,1.000
rumbling,8,0.963
ruminate,8,0.821
rumination,10,0.778
rummage,7,0.963
rummaged,8,0.926
rummaging,9,0.963
rummy,5,0.929
rumor,5,1.000
rumored,7,1.000
rumors,6,1.000
rump,4,0.926
rumple,6,1.000
rumpled,7,1.000
run,3,1.000
runabout,8,0.929
runaway,7,1.000
rundown,7,1.000
rune,4,0.840
runes,5,0.682
rung,4,1.000
runic,5,0.769
runner,6,1.000
runners,7,1.000
running,7,1.000
runny,5,1.000
runoff,6,1.000
runs,4,1.000
runt,4,1.000
runway,6,0.643
runways,7,0.750
rupee,5,0.636
rupees,6,0.792
rupture,7,1.000
ruptured,8,0.923
rural,5,0.893
ruse,4,0.852
rush,4,1.000
rushed,6,1.000
rushes,6,1.000
rushing,7,1.000
Rushmore,8,1.000
rusk,4,0.893
Russ,4,1.000
Russell,7,1.000
Russell's,9,1.000
russet,6,0.821
Russia,6,1.000
Russian,7,1.000
Russians,8,1.000
Russia's,8,1.000
rust,4,1.000
rusted,6,1.000
rustic,6,0.889
rusting,7,1.000
rustle,6,1.000
rustled,7,1.000
rustler,7,0.964
rustlers,8,1.000
rustling,8,0.962
rustproof,9,0.964
rusty,5,1.000
rut,3,1.000
rutabaga,8,0.870
Ruth,4,1.000
Rutherford,10,0.800
ruthless,8,0.963
ruthlessness,12,1.000
Ruth's,6,1.000
ruts,4,0.962
rutted,6,0.964
Rwanda,6,0.913
Ryan,4,1.000
rye,3,0.964
Sabbath,7,1.000
sabbatical,10,0.889
saber,5,0.931
Sabine,6,0.609
sable,5,1.000
sables,6,0.857
sabotage,8,1.000
saboteur,8,0.630
sabre,5,0.875
sac,3,1.000
saccharin,9,0.800
saccharine,10,0.955
sachet,6,0.760
sack,4,1.000
sackcloth,9,0.962
sacker,6,1.000
sacking,7,1.000
sacks,5,1.000
sacral,6,0.720
sacrament,9,0.962
Sacramento,10,0.964
sacraments,10,0.929
sacred,6,0.786
sacredness,10,0.889
sacrifice,9,1.000
sacrificed,10,0.964
sacrifices,10,1.000
sacrificial,11,0.923
sacrificing,11,1.000
sacrilege,9,0.875
sacrilegious,12,0.870
sad,3,1.000
sadden,6,1.000
saddened,8,0.963
sadder,6,0.889
saddle,6,0.926
saddlebag,9,0.964
saddlebags,10,1.000
saddled,7,0.926
saddles,7,1.000
sadism,6,0.808
sadist,6,0.857
sadistic,8,0.966
sadly,5,1.000
sadness,7,1.000
sadomasochism,13,0.522
safari,6,1.000
safe,4,1.000
safecracker,11,1.000
safeguard,9,1.000
safeguards,10,1.000
safekeeping,11,0.926
safely,6,0.963
safer,5,1.000
safest,6,1.000
safeties,8,0.926
safety,6,0.926
saffron,7,1.000
sag,3,1.000
saga,4,0.963
sage,4,0.962
sagebrush,9,0.815
sages,5,0.885
sagged,6,0.926
sagging,7,0.929
Sagittarius,11,0.962
sags,4,1.000
Sahara,6,0.893
said,4,0.931
Saigon,6,0.885
sail,4,0.962
sailboat,8,1.000
sailboats,9,1.000
sailcloth,9,0.926
sailed,6,1.000
sailing,7,1.000
sailor,6,1.000
sailorly,8,0.808
sailors,7,1.000
sailplane,9,0.962
sails,5,1.000
saint,5,1.000
sainted,7,1.000
sainthood,9,1.000
saintliness,11,0.880
saintly,7,0.963
saints,6,1.000
sake,4,0.857
salable,7,0.760
salacious,9,0.654
salad,5,1.000
salads,6,1.000
salamander,10,1.000
salami,6,0.964
salaried,8,0.885
salaries,8,1.000
salary,6,1.000
sale,4,1.000
Salem,5,0.963
sales,5,1.000
salesclerk,10,0.964
salesgirl,9,1.000
saleslady,9,1.000
salesman,8,0.963
salesman's,10,0.926
salesmanship,12,0.962
salesmen,8,1.000
salesroom,9,0.964
saleswoman,10,1.000
salient,7,0.880
salify,6,0.667
saline,6,0.889
Salinger,8,0.917
salinity,8,0.818
Salisbury,9,0.929
saliva,6,0.963
salivary,8,0.692
salivate,8,1.000
salivation,10,0.692
sallow,6,0.852
Sally,5,1.000
Sally's,7,1.000
salmon,6,0.852
salmonella,10,0.885
salon,5,0.857
salons,6,0.963
saloon,6,1.000
saloons,7,1.000
salt,4,1.000
saltbush,8,0.846
saltcellar,10,0.885
salted,6,0.964
salter,6,0.964
salter's,8,0.963
salting,7,1.000
saltlick,8,0.889
saltpan,7,1.000
salts,5,1.000
saltshaker,10,1.000
saltwater,9,1.000
salty,5,0.964
salutary,8,0.542
salutation,10,0.963
salute,6,1.000
saluted,7,0.923
Salvador,8,1.000
Salvadorean,11,0.833
salvage,7,1.000
salvaging,9,0.964
salvation,9,1.000
salve,5,0.840
salves,6,0.517
Sam,3,1.000
Samaritan,9,0.963
samba,5,0.821
same,4,1.000
sameness,8,0.962
Sammy,5,1.000
Samoa,5,0.870
Samoan,6,1.000
sample,6,1.000
sampled,7,0.962
sampler,7,1.000
samplers,8,1.000
samples,7,1.000
sampling,8,0.964
Sampson,7,1.000
Sam's,5,1.000
Samuel,6,1.000
Samuels,7,1.000
samurai,7,0.929
sanatorium,10,0.963
Sanchez,7,0.964
Sancho,6,0.889
sanctified,10,1.000
sanctify,8,1.000
sanctimonious,13,0.792
sanctimony,10,0.909
sanction,8,1.000
sanctioned,10,1.000
sanctions,9,0.964
sanctity,8,0.875
sanctuary,9,0.960
sanctuary's,11,0.964
sanctum,7,1.000
sand,4,1.000
sandal,6,0.960
sandals,7,0.964
sandalwood,10,0.885
sandbag,7,1.000
sandbank,8,0.963
sandbar,7,1.000
sandbars,8,1.000
sandblast,9,1.000
sandbox,7,0.963
sandcastle,10,0.963
sander,6,1.000
sanding,7,0.963
sandman,7,1.000
sandpaper,9,0.963
sandpiper,9,1.000
sandpit,7,1.000
Sandra,6,1.000
sands,5,1.000
sandstone,9,1.000
sandstorm,9,0.962
sandwich,8,1.000
sandwiches,10,1.000
sandy,5,1.000
sane,4,1.000
saner,5,0.680
sanest,6,0.833
sang,4,1.000
sangria,7,0.731
sanguine,8,0.500
sanguineous,11,0.273
Sanhedrin,9,0.526
sanitarium,10,0.962
sanitary,8,0.964
sanitation,10,0.923
sanity,6,0.964
sank,4,1.000
sans,4,0.750
Sanskrit,8,0.692
Santa,5,1.000
Santa's,7,1.000
sap,3,1.000
sapling,7,0.960
sapped,6,0.852
sapphire,8,1.000
sapping,7,1.000
sappy,5,0.963
saps,4,1.000
Sara,4,1.000
Sarah,5,1.000
Sarah's,7,1.000
Sara's,6,1.000
Sarasota,8,0.963
Saratoga,8,1.000
sarcasm,7,1.000
sarcasms,8,1.000
sarcastic,9,0.960
sarcastically,13,0.960
sarcophagus,11,0.762
sardine,7,1.000
sardines,8,0.893
sardonic,8,0.808
sarong,6,0.800
sarsaparilla,12,0.550
sash,4,1.000
sass,4,0.964
sassafras,9,0.667
sassing,7,1.000
sassy,5,1.000
sat,3,1.000
Satan,5,0.964
Satanic,7,1.000
Satanism,8,0.963
Satan's,7,1.000
satchel,7,0.962
sate,4,0.625
satellite,9,1.000
satellites,10,0.963
satiable,8,0.880
satiate,7,0.684
satiety,7,0.316
satin,5,0.889
satinwood,9,0.833
satire,6,0.964
satires,7,0.889
satiric,7,0.826
satirical,9,0.773
satirically,11,0.609
satirist,8,0.840
satirize,8,0.800
satirizes,9,0.739
satisfaction,12,1.000
satisfactions,13,1.000
satisfactorily,14,0.741
satisfactory,12,0.963
satisfied,9,0.962
satisfies,9,1.000
satisfy,7,1.000
satisfying,10,1.000
saturate,8,0.962
saturated,9,1.000
saturation,10,1.000
Saturday,8,0.963
Saturdays,9,1.000
Saturday's,10,1.000
Saturn,6,1.000
Saturnalia,10,0.389
sauce,5,1.000
sauced,6,0.964
saucepan,8,1.000
saucer,6,1.000
saucers,7,1.000
sauces,6,1.000
saucy,5,1.000
Saudi,5,0.963
sauerkraut,10,0.960
Saul,4,0.917
sauna,5,1.000
saunter,7,0.964
sausage,7,1.000
sausages,8,1.000
saute,5,0.708
savage,6,1.000
savagely,8,1.000
savagery,8,0.880
savages,7,1.000
savanna,7,0.963
savannah,8,1.000
savant,6,0.739
save,4,0.966
saved,5,1.000
saver,5,1.000
saves,5,1.000
saving,6,1.000
savings,7,1.000
savior,6,0.929
savor,5,0.929
savored,7,0.889
savoring,8,1.000
savory,6,0.962
savvy,5,0.929
saw,3,1.000
sawdust,7,1.000
sawhorse,8,0.962
sawing,6,0.926
sawmill,7,0.962
saws,4,1.000
Sawyer,6,0.923
sax,3,1.000
Saxon,5,1.000
Saxons,6,1.000
Saxony,6,0.786
saxophone,9,1.000
saxophonist,11,0.889
say,3,1.000
saying,6,1.000
sayings,7,1.000
sayonara,8,0.688
says,4,0.964
scab,4,1.000
scabbard,8,0.926
scabbed,7,1.000
scabby,6,1.000
scabies,7,0.840
scaffold,8,1.000
